processo,analista,favoravel,classe,assunto,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,idacordao,ementa
10031560420238260218,emily,cliente,embargos de declaração cível,bancários,achile alesina,guararapes,15ª câmara de direito privado,2024-07-11,2024-07-11,18094583.0,"embargos de declaração – alegação de vícios – inocorrência – acórdão recorrido que fez menção aos fatos e fundamentos – alegação de que a norma regente dos empréstimos consignados vinculados ao inss não veda a adoção de biometria facial como assinatura eletrônica – na verdade, a norma é clara ao dispor que o contrato deve ser assinado pelo contratante ainda que de forma eletrônica – contudo, a lei nº 14063/2020, que disciplina a validade da assinatura eletrônica no país, estabelece que existem três tipos a serem utilizados, cada qual vinculado ao nível de segurança exigido nas operações em que forem empregadas – não há, na referida lei, uma palavra sequer equiparando a biometria facial à assinatura eletrônica – ademais, a captação de selfie é um procedimento que pode não ser compreendido pela população mais vulnerável, especialmente a destinatária dos contratos de empréstimo consignado – portanto, captação de biometria facial não acarreta a manifestação válida da vontade e a consequência é a sanção imposta no art. 6º da in pres/inss nº 28/2008 como constou expressamente no acórdão recorrido – embargos rejeitados."
11300482120238260100,emily,cliente,embargos de declaração cível,cartão de crédito,achile alesina,são paulo,15ª câmara de direito privado,2024-07-11,2024-07-11,18094598.0,"embargos de declaração – alegação de vícios – inocorrência – acórdão recorrido que fez menção aos fatos e fundamentos – alegação de que a norma regente dos empréstimos consignados vinculados ao inss não veda a adoção de biometria facial como assinatura eletrônica – na verdade, a norma é clara ao dispor que o contrato deve ser assinado pelo contratante ainda que de forma eletrônica – contudo, a lei nº 14063/2020, que disciplina a validade da assinatura eletrônica no país, estabelece que existem três tipos a serem utilizados, cada qual vinculado ao nível de segurança exigido nas operações em que forem empregadas – não há, na referida lei, uma palavra sequer equiparando a biometria facial à assinatura eletrônica – ademais, a captação de selfie é um procedimento que pode não ser compreendido pela população mais vulnerável, especialmente a destinatária dos contratos de empréstimo consignado – portanto, captação de biometria facial não acarreta a manifestação válida da vontade e a consequência é a sanção imposta no art. 6º da in pres/inss nº 28/2008 como constou expressamente no acórdão recorrido – embargos rejeitados."
10052888820238260297,emily,cliente,apelação cível,bancários,achile alesina,jales,15ª câmara de direito privado,2024-01-23,2024-01-23,17509366.0,"ação declaratória de inexigibilidade de débito – descontos indevidos no benefício previdenciário – autora que não reconhece o empréstimo consignado realizado – r. sentença de improcedência – recurso da autora.

cerceamento de defesa - não ocorrência – desnecessidade de produção de novas provas  - conjunto probatório suficiente para o deslinde da causa - juiz de direito é o destinatário das provas e o julgamento antecipado é possível, se entender pela existência de elementos suficientes para formar o convencimento - documentos apresentados nos autos suficientes para o deslinde do feito - matéria eminentemente de direito - preliminar rejeitada.

empréstimo consignado – alegação de não contratação do empréstimo que ensejou descontos indevidos em seu benefício previdenciário – acolhimento - contrato eletrônico que é lícito - captação de biometria facial, contudo, que não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres - art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições - ausência de prova, pelo réu, que o aparelho utilizado era de propriedade da autora - captação da biometria facial que pode decorrer de fraude e cabia ao réu provar de forma cabal a regularidade, ônus do qual não se desincumbiu - ausência de prova da manifestação válida da vontade - art. 14, caput, cdc – súmula 479 do stj - fortuito interno - declaração de inexistência do contrato que é de rigor – sentença reformada – recurso provido.

restituição em dobro - aplicação do atual entendimento do stj - desnecessidade de comprovação de má-fé – exegese do art. 42, parágrafo único do cdc - desnecessidade de discussão da natureza do ato volitivo do réu - ausência de comprovação de erro justificável pelo fornecedor de serviços - descontos indevidos – restituição que deve ser realizada em dobro – recurso provido.

danos morais – inexistência de qualquer elemento que indique que a autora tenha sofrido danos – ausência de prejuízo efetivo ao direito da personalidade - questão meramente patrimonial - mero aborrecimento – autora que, ademais, nada mencionou quanto ao crédito dos contratos impugnados, não havendo qualquer manifestação nos autos que pudesse indicar a intenção de devolução da quantia – precedente desta e. câmara – danos morais indevidos – sentença mantida - recurso não provido.

sucumbência – revista.

dispositivo – recurso parcialmente provido."
10616248520228260576,emily,cliente,apelação cível,bancários,achile alesina,são josé do rio preto,15ª câmara de direito privado,2024-01-23,2024-01-23,17509353.0,"ação declaratória de inexigibilidade de débito – descontos indevidos no benefício previdenciário – autora que não reconhece o empréstimo consignado realizado – r. sentença de improcedência – recurso da autora.

cerceamento de defesa - não ocorrência – desnecessidade de produção de novas provas  - conjunto probatório suficiente para o deslinde da causa - juiz de direito é o destinatário das provas e o julgamento antecipado é possível, se entender pela existência de elementos suficientes para formar o convencimento - documentos apresentados nos autos suficientes para o deslinde do feito - matéria eminentemente de direito - preliminar rejeitada.

empréstimo consignado – alegação de não contratação do empréstimo que ensejou descontos indevidos em seu benefício previdenciário – acolhimento - contrato eletrônico que é lícito - captação de biometria facial, contudo, que não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres - art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições - ausência de prova, pelo réu, que o aparelho utilizado era de propriedade da autora - captação da biometria facial que pode decorrer de fraude e cabia ao réu provar de forma cabal a regularidade, ônus do qual não se desincumbiu - ausência de prova da manifestação válida da vontade - art. 14, caput, cdc – súmula 479 do stj - fortuito interno - declaração de inexistência do contrato que é de rigor – sentença reformada – recurso provido.

restituição em dobro - aplicação do atual entendimento do stj - desnecessidade de comprovação de má-fé – exegese do art. 42, parágrafo único do cdc - desnecessidade de discussão da natureza do ato volitivo do réu - ausência de comprovação de erro justificável pelo fornecedor de serviços - descontos indevidos – restituição que deve ser realizada em dobro – recurso provido.

danos morais – inexistência de qualquer elemento que indique que a autora tenha sofrido danos – ausência de prejuízo efetivo ao direito da personalidade - questão meramente patrimonial - mero aborrecimento – autora que, ademais, nada mencionou quanto ao crédito dos contratos impugnados, não havendo qualquer manifestação nos autos que pudesse indicar a intenção de devolução da quantia – precedente desta e. câmara – danos morais indevidos – sentença mantida - recurso não provido.

sucumbência – revista.

dispositivo – recurso parcialmente provido."
10009482220238260097,emily,cliente,apelação cível,bancários,achile alesina,buritama,15ª câmara de direito privado,2024-01-29,2024-01-29,17523347.0,"ação declaratória de inexigibilidade de débito – descontos indevidos no benefício previdenciário – autora que não reconhece o empréstimo consignado realizado – r. sentença de improcedência – recurso da autora.

cerceamento de defesa - não ocorrência – desnecessidade de produção de novas provas  - conjunto probatório suficiente para o deslinde da causa - juiz de direito é o destinatário das provas e o julgamento antecipado é possível, se entender pela existência de elementos suficientes para formar o convencimento - documentos apresentados nos autos suficientes para o deslinde do feito - matéria eminentemente de direito - preliminar rejeitada.

empréstimo consignado – alegação de não contratação do empréstimo que ensejou descontos indevidos em seu benefício previdenciário – acolhimento - contrato eletrônico que é lícito - captação de biometria facial, contudo, que não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres - art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições - ausência de prova, pelo réu, que o aparelho utilizado era de propriedade da autora - captação da biometria facial que pode decorrer de fraude e cabia ao réu provar de forma cabal a regularidade, ônus do qual não se desincumbiu - ausência de prova da manifestação válida da vontade - art. 14, caput, cdc – súmula 479 do stj - fortuito interno - declaração de inexistência do contrato que é de rigor – sentença reformada – recurso provido.

restituição em dobro - aplicação do atual entendimento do stj - desnecessidade de comprovação de má-fé – exegese do art. 42, parágrafo único do cdc - desnecessidade de discussão da natureza do ato volitivo do réu - ausência de comprovação de erro justificável pelo fornecedor de serviços - descontos indevidos – restituição que deve ser realizada em dobro – recurso provido.

danos morais – inexistência de qualquer elemento que indique que a autora tenha sofrido danos – ausência de prejuízo efetivo ao direito da personalidade - questão meramente patrimonial - mero aborrecimento – autora que, ademais, nada mencionou quanto ao crédito dos contratos impugnados, não havendo qualquer manifestação nos autos que pudesse indicar a intenção de devolução da quantia – precedente desta e. câmara – danos morais indevidos – sentença mantida - recurso não provido.

sucumbência – revista.

dispositivo – recurso parcialmente provido."
10124374720238260100,emily,banco,apelação cível,bancários,achile alesina,são paulo,15ª câmara de direito privado,2023-10-09,2023-10-09,17231969.0,"declaratória – r. sentença de improcedência – recurso do autor - negativação de seu nome por débito e contrato que desconhece – relação de consumo - a adesão ao contrato de cartão de crédito se dá mediante desbloqueio e uso do plástico – juntada de faturas de cartão de crédito que comprovam a origem da relação jurídica entre as partes – art. 37, ii do cpc - contratação livre na forma (art. 107 do cc) – liberdade das formas de contratar - dívida que persiste - licitude da negativação do nome do autor – em réplica, não foi negada a relação jurídica e nem a biometria facial - caberia à parte autora a comprovação da quitação dos valores inadimplidos, ônus que não se desincumbiu - dívida que persiste - instituição financeira ré que agiu no exercício regular de direito – danos morais ausentes – fixação de honorários recursais - sentença mantida – recurso não provido."
10013551220218260416,emily,cliente,apelação cível,bancários,achile alesina,panorama,15ª câmara de direito privado,2022-11-17,2022-11-17,16240176.0,"ação declaratória e indenizatória – contratos de empréstimos consignados - sentença de improcedência - recurso do autor.

preliminar – cerceamento de defesa – não acolhimento - pedido de dilação probatória - desnecessidade – conjunto probatório dos autos suficiente para o deslinde do feito - preliminar rejeitada.

mérito - alegação que de que assinou documentos em branco a fim de realizar quitação da compra de um colchão, sendo ludibriado pela ré, a qual realizou 02 empréstimos consignados, sem solicitação – comprovação nos autos que um empréstimo foi realizado pela via eletrônica com uso biometria facial (selfie) e geolocalização no momento da celebração para confirmar sua identidade no ato da contratação, tendo recebido a quantia mutuada diretamente em sua conta corrente via transferência bancária - permissão do art. 3º, inciso iii da instrução normativa do inss n. 28/2008, alterada pela instrução normativa n. 39/2009 – regularidade do contrato demonstrada – segundo empréstimo comprovado nos autos com assinatura do autor, sem qualquer impugnação específica – inverossímil que o documento tenha sido assinado em branco, haja vista que fora preenchido de forma digital, constando de forma clara os dados do autor, o valor liberado e as taxas de juros aplicadas – empréstimos que não contém qualquer vinculação com a alegada compra do colchão - ausência de ato ilícito - danos materiais e morais indevidos – sentença mantida – recurso não provido.

multa por litigância de má-fé – afastamento – autor que somente exerceu seu direito de acesso à justiça previsto no artigo 5º, xxxv da cf – multa afastada – recurso provido.

sucumbência – mantida. 

dispositivo – recurso parcialmente provido."
10050940520218260024,emily,cliente,apelação cível,bancários,achile alesina,andradina,15ª câmara de direito privado,2022-11-09,2022-11-09,16224841.0,"ação declaratória de inexigibilidade de débito c/c repetição de indébito e indenização por danos morais - sentença que julgou procedente o pedido para declarar a inexistência de relação jurídica e a inexigibilidade dos débitos relativos ao contrato, condenada a instituição financeira a restituir a quantia cobrada, de forma dobrada e no pagamento de indenização por danos morais no valor de r$ 5.000,00 – recurso do réu. 

regularidade da contratação do empréstimo - contrato celebrado com pessoa idosa - não observância do direito básico do consumidor, este consistente no dever de informação adequada atribuído ao fornecedor, nos termos do art. 6º, iii, do cdc - não há prova suficiente acerca dos termos do indigitado empréstimo, porquanto, embora a apelante defenda a regularidade da assinatura digital, por meio de biometria facial, certo é que não foram indicados os parâmetros utilizados para aferição do suposto aceite da autora, limitando-se apenas colocar uma foto do cliente como se assinatura fosse - não há como ser conferido o conteúdo do suposto contrato que a apelante defende ter sido aceito pela parte adversa, o que se revela suficiente para declarar nula a avença e indevidos os descontos efetuados em sua conta corrente - art. 373, ii, do cpc – sentença mantida nesse ponto. – recurso não provido. 

restituição em dobro - exegese do art. 42, § único do cdc – análise do caso concreto - desnecessidade de discussão da natureza do ato volitivo do réu - ausência de comprovação de erro justificável pelo fornecedor de serviços – cobrança indevida que ofendem a boa-fé objetiva - precedentes do stj – restituição em dobro que é medida de rigor – sentença mantida - recurso não provido.

dano moral - impossibilidade - inexistência de qualquer elemento que indique que o autor tenha sofrido danos – ausência de prejuízo efetivo ao direito da personalidade - questão meramente patrimonial - mero aborrecimento - autor que, ademais, nada mencionou quanto ao crédito do contrato impugnado, não havendo qualquer manifestação nos autos que pudesse indicar a intenção de devolução da quantia – precedente desta e. câmara – danos morais indevidos – sentença reformada nesse ponto - recurso provido 

sucumbência revista – deverão as partes arcar, proporcionalmente, com as custas e despesas processuais, bem como com os honorários advocatícios da parte adversa, nos termos do art. 85,§ 2º e art. 86 do cpc.

dispositivo – recurso provido parcialmente."
10619987420228260100,emily,cliente,embargos de declaração cível,bancários,achile alesina,jaboticabal,15ª câmara de direito privado,2024-02-27,2024-02-27,17615676.0,"embargos de declaração - alegação de vícios de contradição e omissão no v. acórdão embargado.

contradição - inocorrência – acórdão recorrido que fez menção aos fatos e fundamentos – alegação de que a norma regente dos empréstimos consignados vinculados ao inss não veda a adoção de biometria facial como assinatura eletrônica – a norma é clara ao dispor que o contrato deve ser assinado pelo contratante, ainda que de forma eletrônica – contudo, a lei nº 14.063/2020, que disciplina a validade da assinatura eletrônica no país, estabelece que existem três tipos a serem utilizados, cada qual vinculado ao nível de segurança exigido nas operações em que forem empregadas – não há, na referida lei, uma palavra sequer equiparando a biometria facial à assinatura eletrônica – ademais, a captação de selfie é um procedimento que pode não ser compreendido pela população mais vulnerável, especialmente a destinatária dos contratos de empréstimo consignado – portanto, captação de biometria facial não acarreta a manifestação válida da vontade e a consequência é a sanção imposta no art. 6º da in pres/inss nº 28/2008 como constou expressamente no acórdão recorrido – honorários advocatícios - a fixação ocorreu com base no critério objetivo do art. 85, §2º do cpc, tendo em vista que o embargante foi condenado a repetir o indébito que será apurado em sede de liquidação de sentença – impossibilidade de mensurar o proveito econômico - se assim não fosse, a fixação ocorreria por equidade, tendo em vista que a condenação líquida é irrisória - embargos rejeitados.

omissão – ocorrência - necessidade de aclaramento em homenagem à segurança jurídica – autorizada a compensação entre a condenação imposta ao embargante e o montante já recebido pela embargada - matéria de ordem pública – embargos acolhidos.

dispositivo - embargos parcialmente acolhidos apenas para suprir a omissão, com efeito meramente integrativo."
23454159320238260000,emily,cliente,agravo de instrumento,cartão de crédito,achile alesina,são paulo,15ª câmara de direito privado,2024-01-15,2024-01-15,17489772.0,"agravo de instrumento - tutela antecipada – decisão que deferiu a tutela pretendida pelo agravado, a fim de determinar ao réu, sem prazo determinado, sob pena de multa de r$ 500,00 por ato descumprido e sem limitação de valor, suspenda os descontos no benefício previdenciário do autor - insurgência do banco réu – impossibilidade - verossimilhança das alegações do autor, vez que alega que não autorizou descontos e não contratou empréstimo consignado – impossibilidade do autor realizar prova negativa (não autorizou os descontos em questão), restando evidente o periculum in mora, haja vista que os descontos estão ocorrendo em seu benefício previdenciário, comprometendo suas necessidades básicas, visto se tratar de verba alimentar - preenchimento dos requisitos autorizadores para concessão da tutela pretendida - inteligência do art. 300 do cpc - suspensão dos descontos mantida – multa cominatória - elemento coercitivo para o cumprimento da tutela, podendo ser arbitrada de plano pelo juízo - como a finalidade da multa é impelir o recorrente ao cumprimento do comando judicial, o valor da multa deve mesmo ser expressivo, a fim de manter sua força coercitiva – mantida a periodicidade, determinada a limitação e estabelecido prazo para cumprimento, de ofício - inteligência do art. 537, §1º do cpc – mantida a multa por ato descumprido no valor de r$ 500,00, porém, determinada a limitação de r$ 10.000,00 e estabelecido prazo de 05 dias para cumprimento – mantida a astreinte, haja vista a periodicidade mensal dos descontos, como consignado na r. decisão agravada - assim, a multa fica aplicada para cada ato de desconto indevido, na periodicidade adequada, porém, mantido o valor unitário arbitrado em r$ 500,00 e limitada a r$ 10.000,00, para cumprimento da determinação no prazo de 05 dias – precedentes desta e. câmara - decisão mantida – recurso não provido, com determinação."
10048891420238260506,emily,cliente,apelação cível,bancários,achile alesina,ribeirão preto,15ª câmara de direito privado,2024-01-15,2024-01-15,17491034.0,"ação condenatória – contratos bancários – relação de consumo –– empréstimo consignado – contrato eletrônico que é lícito - captação de biometria facial, contudo, que não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres – art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições – ausência de prova, pelo réu, que o aparelho utilizado era mesmo de propriedade do autor – geolocalização que demonstra de forma genérica que o contrato foi finalizado na cidade de ribeirão preto/sp, sem especificar o local – captação da biometria facial que pode decorrer de fraude e cabia ao réu provar de forma cabal a regularidade, ônus do qual não se desincumbiu – ausência de prova da manifestação válida da vontade – art. 14, caput, cdc – súmula 479 do stj – fortuito interno - declaração de inexistência do contrato que é de rigor – devolução em dobro dos valores já descontados – sentença reformada – recurso provido.

dano moral - não configurado – réu fez prova de crédito na conta corrente do autor, bem como, o autor confirma o recebimento da quantia – ausência de devolução do valor pelo autor – descontos realizados que são inferiores ao total recebido pelo autor – enriquecimento ilícito que deve ser rechaçado – sequer houve negativação do nome do autor – precedente desta câmara - recurso não provido neste ponto.

litigância de má-fé – pedido para afastar a multa aplicada em primeiro grau – cabimento - a litigância de má-fé consiste no dolo ou culpa grave da parte, ou seja, da intenção de obstrução do trâmite regular do processo ou de causar prejuízo à parte contrária – dolo específico que não restou configurado no caso concreto – precedentes – de fato restou comprovada a inexistência da contratação eletrônica e o direito do autor – litigância afastada - recurso provido.




sucumbência – honorários revistos.

dispositivo - recurso parcialmente provido."
10301312120228260114,emily,banco,apelação cível,bancários,achile alesina,campinas,15ª câmara de direito privado,2024-03-19,2024-03-19,17692702.0,"ação declaratória e indenizatória – contrato de empréstimo consignado (rmc) – sentença de parcial procedência – recurso da autora – alegação de cerceamento defesa – descabimento – o julgamento antecipado da lide não configura cerceio de defesa quando o contrato de empréstimo colacionado aos autos, bem como os documentos jungidos pelo réu, são suficientes para a formação da convicção do magistrado - compete ao magistrado avaliar a necessidade ou conveniência da produção de prova pleiteada pela parte - recorrente que especificou a pretensão de perícia documentoscópica somente na fase recursal e, ainda, em modalidade de contrato que sequer existe nos autos – conjunto probatório que demonstra a higidez da contração que se deu em terminal de autoatendimento bancário mediante cartão e senha pessoal – saques efetuados pela autora que foram comprovados nos autos e não impugnados – autora que sofreu descontos em seu benefício previdenciário por quase 7 (anos) e nada contestou durante esse lapso temporal, o que é suficiente para afastar a alegação de ausência de contratação – precedentes do c. stj e desta e. câmara – sentença mantida – honorários majorados, nos termos do art. 85, §11 do cpc – recurso não provido."
10007497320238260396,emily,cliente,apelação cível,bancários,achile alesina,novo horizonte,15ª câmara de direito privado,2024-05-07,2024-05-07,17869107.0,"ação condenatória – contratos bancários – fraude – golpe da falsa central de atendimento – narrativa da autora que indica apenas os fatos relacionados ao banco pan, porém ela incluiu no polo passivo também o banco cetelem que não tem qualquer relação com os fatos – não se trata de responsabilidade solidária, pois o banco cetelem realmente não tem qualquer nexo de causalidade com os fatos - declaração de ilegitimidade passiva do banco cetelem – quanto ao banco pan, está evidente que houve fraude – contrato de empréstimo realizado com captação de biometria facial – impossibilidade - não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres – art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições – declaração de inexistência do contrato que é de rigor – condenação do banco pan a devolver em dobro os valores já descontados – dano moral - não configuração – autora que admitiu ter desconfiado da situação toda desde o início e mesmo assim prosseguiu, recebeu o valor de mais de quinze mil reais em sua conta e quase que imediatamente fez duas transferências via pix para uma empresa denominada central cartões, que é a golpista – dinheiro que nunca pertenceu à autora, sendo que ela deu causa ao prejuízo do banco pan nesse caso – entretanto, para que não haja extensão objetiva da lide, o banco deverá buscar a solução que entender pertinente para ressarcimento em ação autônoma – admitir qualquer indenização por dano moral à autora seria conferir a ela um benefício indevido decorrente de sua própria torpeza, o que não se admite.

dispositivo - recurso da autora não conhecido em relação ao banco cetelem, condenada a autora ao pagamento da sucumbência e observada a gratuidade – recurso da autora parcialmente provido em relação ao banco pan, com rateio da sucumbência entre as partes."
10001619820218260311,emily,banco,apelação cível,bancários,achile alesina,junqueirópolis,15ª câmara de direito privado,2022-05-31,2022-05-31,15721290.0,"ação condenatória – sentença de parcial procedência - recurso da autora.

da inexistência da relação jurídica - contrato bancário nº 339801601-8 - relação de consumo - empréstimo consignado - alegação de desconhecimento - réu que juntou todos os documentos de prova - prova de depósito do valor contratado na conta da autora - biometria facial plenamente válida - art. 107, cc - liberdade das formas de contratar – precedentes desta c. câmara - recurso não provido.

dano moral - não configuração - inexistência de qualquer elemento que indique que a autora tenha sofrido danos – ausência de prejuízo efetivo ao direito da personalidade - questão meramente patrimonial - mero aborrecimento - autora que, ademais, nada mencionou quanto ao crédito do contrato impugnado, não havendo qualquer manifestação voluntária nos autos que pudesse indicar a intenção de devolução da quantia – precedentes desta e. câmara – recurso não provido. 

sucumbência – honorários majorados, nos termos do art. 85, § 11 do cpc, observada a gratuidade judiciária.

dispositivo – recurso não provido."
10441115720218260506,emily,cliente,apelação cível,bancários,achile alesina,ribeirão preto,15ª câmara de direito privado,2024-06-18,2024-06-18,18012938.0,"ação anulatória – r. sentença de parcial procedência – recurso do banco réu – insurgência – impossibilidade – autor que alega que não contratou empréstimo consignado – réu que apresenta o contrato nos autos, sendo que a parte autora requereu a produção de perícia grafotécnica - réu que instado, requereu apenas o depoimento pessoal do autor – perícia grafotécnica não realizada nos autos, não demonstrando o réu interesse na produção desta prova específica, mesmo em grau de recurso - ônus da prova em caso de alegação de falsidade de assinatura que é da parte que produziu o documento – artigo 429, ii do cpc – tema repetitivo 1061 do stj (resp 1846649 / ma, julgado em 24/11/2021) – ausência de prova de regularidade da contratação, com relação ao contrato de empréstimo consignado, ônus que o réu não se desincumbiu – artigo 373, ii, do cpc – autor que, ademais, realizou depósito judicial nos autos, da quantia depositada em sua conta bancária, com relação ao contrato em discussão - precedentes desta e. corte e desta e. câmara – declaração de inexistência de relação jurídica mantida - precedentes deste e. tribunal e desta e. câmara – honorários recursais – sentença mantida – recurso não provido."
21546226620248260000,emily,banco,agravo de instrumento,empréstimo consignado,achile alesina,santo anastácio,15ª câmara de direito privado,2024-06-18,2024-06-18,18011439.0,"agravo de instrumento – ação condenatória em fase de cumprimento de sentença – executado que depositou o valor integral da condenação nos autos e deixou expressamente consignado que se tratava de garantia – impugnação ao cumprimento apresentada dentro do prazo legal – entretanto, o juiz de direito autorizou o levantamento integral do valor, independentemente de caução, pela exequente, ao fundamento de que o executado havia realizado pagamento, mesmo com a menção expressa à garantia – impugnação que foi considerada preclusa pelo juiz de direito ante o pagamento – apreciação equivocada, pois o executado tem direito de apresentar a garantia para discutir os termos do cumprimento, sobretudo tendo em vista que a manifestação nesse sentido foi expressa e tempestiva – impugnação também protocolada dentro do prazo, o que torna injustificável o decreto de preclusão – decisão reformada – recurso provido com determinação para o prosseguimento regular do incidente à partir da impugnação."
10056514020238260438,emily,cliente,embargos de declaração cível,bancários,achile alesina,penápolis,15ª câmara de direito privado,2024-02-27,2024-02-27,17615628.0,"embargos de declaração – alegação de vícios – parcial ocorrência – acórdão recorrido que fez menção aos fatos e fundamentos – alegação de que a norma regente dos empréstimos consignados vinculados ao inss não veda a adoção de biometria facial como assinatura eletrônica – na verdade, a norma é clara ao dispor que o contrato deve ser assinado pelo contratante ainda que de forma eletrônica – contudo, a lei nº 14063/2020, que disciplina a validade da assinatura eletrônica no país, estabelece que existem três tipos a serem utilizados, cada qual vinculado ao nível de segurança exigido nas operações em que forem empregadas – não há, na referida lei, uma palavra sequer equiparando a biometria facial à assinatura eletrônica – ademais, a captação de selfie é um procedimento que pode não ser compreendido pela população mais vulnerável, especialmente a destinatária dos contratos de empréstimo consignado – portanto, captação de biometria facial não acarreta a manifestação válida da vontade e a consequência é s sanção imposta no art. 6º da in pres/inss nº 28/2008 como constou expressamente no acórdão recorrido – inconformismo – não acolhimento.

pedido de compensação – matéria de ordem pública que pode ser decidida de ofício – fica autorizada a compensação em fase de cumprimento de sentença, se o caso – embargos acolhidos apenas neste ponto, com efeito meramente integrativo."
10231045320228260577,emily,cliente,apelação cível,bancários,achile alesina,são josé dos campos,15ª câmara de direito privado,2024-03-27,2024-03-27,17726173.0,"ação declaratória com obrigação de fazer e indenização por danos materiais e morais – contratos de empréstimos consignados - descontos indevidos no benefício previdenciário – autor que afirma não ter firmado os contratos junto ao banco réu - r. sentença de improcedência – recurso do autor.

benefícios da gratuidade da justiça – não acolhimento – autor que recolheu o preparo recursal, sendo ato incompatível com os benefícios pretendidos – ademais, houve já o indeferimento anterior aos benefícios da gratuidade da justiça com o recolhimento das custas iniciais, não sendo demonstrada qualquer alteração na capacidade finaceira do recorrente a ponto de ser concedidas as benesses pretendidas - a concessão das benesses encontra-se adstrita a comprovação da real necessidade, não bastando a simples afirmação - artigo 5º, lxxiv da cf – indeferimento mantido – recurso não provido.

empréstimos consignados – alegação de não contratação dos empréstimos consignados que ensejaram descontos indevidos em seu benefício previdenciário – acolhimento - contrato eletrônico que é lícito - captação de biometria facial, contudo, que não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres - art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições - captação da biometria facial que pode decorrer de fraude e cabia ao réu provar de forma cabal a regularidade, ônus do qual não se desincumbiu - ausência de prova da manifestação válida da vontade - art. 14, caput, cdc – súmula 479 do stj - fortuito interno - declaração de inexistência dos contratos que é de rigor – sentença reformada – recurso provido.

restituição em dobro - aplicação do atual entendimento do stj - desnecessidade de comprovação de má-fé – exegese do art. 42, parágrafo único do cdc - desnecessidade de discussão da natureza do ato volitivo do réu - ausência de comprovação de erro justificável pelo fornecedor de serviços - descontos indevidos – restituição que deve ser realizada em dobro – recurso provido.

danos morais – inexistência de qualquer elemento que indique que o autor tenha sofrido danos – ausência de prejuízo efetivo ao direito da personalidade - questão meramente patrimonial - mero aborrecimento – autor que, ademais, nada mencionou quanto aos créditos dos contratos impugnados, não havendo qualquer manifestação nos autos que pudesse indicar a intenção de devolução da quantia – precedente desta e. câmara – danos morais indevidos – sentença mantida - recurso não provido.

sucumbência – revista.

dispositivo – recurso parcialmente provido."
10018404020228260072,emily,cliente,apelação cível,bancários,achile alesina,bebedouro,15ª câmara de direito privado,2023-09-12,2023-09-12,17140617.0,"declaratória – r. sentença de improcedência – recurso da autora - contrato eletrônico - captação de biometria facial, contudo, que não atende ao disposto no art. 5º da instrução normativa nº 28 inss/pres – art. 6º da mesma norma que prevê a irregularidade da contratação nessas condições – ausência de prova, pelo réu, que o aparelho utilizado era mesmo de propriedade da autora – geolocalização que demonstra que o contrato foi finalizado na endereço distinto ao da autora – captação da biometria facial que pode decorrer de fraude e cabia ao réu provar de forma cabal a regularidade, ônus do qual não se desincumbiu – ausência de prova da manifestação válida da vontade - relação de consumo - responsabilidade objetiva - risco pela atividade - fornecedor de serviço que responde, independente da existência de culpa, pela reparação dos danos causados aos consumidores (artigo 14 do cdc) - súmula 479 do stj - declaração de inexigibilidade da relação jurídica que é medida de rigor - descontos no benefício previdenciário - comprovados os danos materiais, observada a correção monetária desde as datas dos efetivos desembolsos e juros de mora desde o evento danoso, por se tratar de relação extracontratual – restituição que é devida - sentença reformada – recurso provido.

devolução em dobro – exegese do art. 42, § único do cdc – análise do caso concreto - desnecessidade de discussão da natureza do ato volitivo do réu - ausência de comprovação de erro justificável pelo fornecedor de serviços – precedentes do stj – restituição na forma dobrada observada a correção monetária desde a data de cada desembolso e juros de mora contados do evento danoso, por se tratar de responsabilidade extracontratual – sentença reformada -recurso provido.

danos morais - pretensão ao reconhecimento com a condenação do réu ao pagamento de verba indenizatória – descabimento - inocorrência de danos morais – autora que não se dispôs voluntariamente a devolver os valores que ela mesma afirmou serem indevidos em sua conta – fatos alegados na inicial que não extrapolam o limite de mero aborrecimento e infortúnio – ausência de comprovação de ofensa à honra ou situação vexatória – precedentes - sentença mantida – recurso não provido.

compensação - compensação legal, que independe de vontade das partes, bastando preencher os requisitos legais autorização expressa conferida, por decorrência da simples aplicação da lei – determinação.

honorários advocatícios – alteração.

dispositivo – recurso parcialmente provido, com determinação."
